content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Maaf saya kasih bintang 1 karena sudah 3 hari dari pengiriman pelacakan paket data sampai mana nya tidak update gda perubahan masih di tempat yg sama, tolong di perbaiki untuk aplikasi sama petugas di kasih trining untuk memahami dulu aplikasi qposin jadi ketika user bertanya mereka tau dan memahami kendala2 di aplikasi qposin 🙏",1,Negatif,maaf saya kasih bintang  karena sudah  hari dari pengiriman pelacakan paket data sampai mana nya tidak update gda perubahan masih di tempat yg sama tolong di perbaiki untuk aplikasi sama petugas di kasih trining untuk memahami dulu aplikasi qposin jadi ketika user bertanya mereka tau dan memahami kendala di aplikasi qposin ,maaf kasih bintang pengiriman pelacakan paket data nya update gda perubahan yg tolong perbaiki aplikasi petugas kasih trining memahami aplikasi qposin user tau memahami kendala aplikasi qposin,"['maaf', 'kasih', 'bintang', 'pengiriman', 'pelacakan', 'paket', 'data', 'nya', 'update', 'gda', 'perubahan', 'yg', 'tolong', 'perbaiki', 'aplikasi', 'petugas', 'kasih', 'trining', 'memahami', 'aplikasi', 'qposin', 'user', 'tau', 'memahami', 'kendala', 'aplikasi', 'qposin']",maaf kasih bintang kirim lacak paket data nya update gda ubah yg tolong baik aplikasi tugas kasih trining paham aplikasi qposin user tau paham kendala aplikasi qposin
Aplikasinya membantu sekali untuk lacak kiriman,5,Positif,aplikasinya membantu sekali untuk lacak kiriman,aplikasinya membantu lacak kiriman,"['aplikasinya', 'membantu', 'lacak', 'kiriman']",aplikasi bantu lacak kirim
"mohon maaf tolong diperbaiki untuk layanan COdnya. Saya sering titip paket COD dan masa saya pesen layanan QCOM yg seharusnya 1-2 hari nyampe ini malah sering bgt smpe 2 minggu gak nyampe2. Udah gitu walaupun sudah saya masukkan nomer hp, kurir gak mau membuat janji dg penerima dlu, kalo nganter sekali dan gak ktemu malah langsung return, bukannya konfirmasi ke pihak penjual/penerima dlu. Kalau kegini yaa penjual rugi harus bayar ongkir double itupun kalo customer masih mau nerima krna klamaan.",1,Negatif,mohon maaf tolong diperbaiki untuk layanan codnya saya sering titip paket cod dan masa saya pesen layanan qcom yg seharusnya  hari nyampe ini malah sering bgt smpe  minggu gak nyampe udah gitu walaupun sudah saya masukkan nomer hp kurir gak mau membuat janji dg penerima dlu kalo nganter sekali dan gak ktemu malah langsung return bukannya konfirmasi ke pihak penjualpenerima dlu kalau kegini yaa penjual rugi harus bayar ongkir double itupun kalo customer masih mau nerima krna klamaan,mohon maaf tolong diperbaiki layanan codnya titip paket cod pesen layanan qcom yg nyampe bgt smpe minggu gak nyampe udah gitu masukkan nomer hp kurir gak janji dg penerima dlu kalo nganter gak ktemu langsung return konfirmasi penjualpenerima dlu kegini yaa penjual rugi bayar ongkir double itupun kalo customer nerima krna klamaan,"['mohon', 'maaf', 'tolong', 'diperbaiki', 'layanan', 'codnya', 'titip', 'paket', 'cod', 'pesen', 'layanan', 'qcom', 'yg', 'nyampe', 'bgt', 'smpe', 'minggu', 'gak', 'nyampe', 'udah', 'gitu', 'masukkan', 'nomer', 'hp', 'kurir', 'gak', 'janji', 'dg', 'penerima', 'dlu', 'kalo', 'nganter', 'gak', 'ktemu', 'langsung', 'return', 'konfirmasi', 'penjualpenerima', 'dlu', 'kegini', 'yaa', 'penjual', 'rugi', 'bayar', 'ongkir', 'double', 'itupun', 'kalo', 'customer', 'nerima', 'krna', 'klamaan']",mohon maaf tolong baik layan codnya titip paket cod sen layan qcom yg nyampe bgt smpe minggu gak nyampe udah gitu masuk nomer hp kurir gak janji dg terima dlu kalo nganter gak ktemu langsung return konfirmasi penjualpenerima dlu gin yaa jual rugi bayar ongkir double itu kalo customer nerima krna klamaan
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
"Kecewa banget,kirim k madura semua nya di kembalikan,alasanny alamat tdk lngkap no.tdk bisa d hbngin,pdahal konsumen sudah kasih KTP n no.tlp aktif,,,tp dr posny tdk berusaha mencari n tlp,,,sumpah parah bnget kalo cod pake pos,,,drpda rugi di ongkir,,mohon bagi pnjual,lebih baik pkir2 pakai jasa ini,,,drpda rgi ongkir",1,Negatif,kecewa bangetkirim k madura semua nya di kembalikanalasanny alamat tdk lngkap notdk bisa d hbnginpdahal konsumen sudah kasih ktp n notlp aktiftp dr posny tdk berusaha mencari n tlpsumpah parah bnget kalo cod pake posdrpda rugi di ongkirmohon bagi pnjuallebih baik pkir pakai jasa inidrpda rgi ongkir,kecewa bangetkirim k madura nya kembalikanalasanny alamat tdk lngkap notdk d hbnginpdahal konsumen kasih ktp n notlp aktiftp dr posny tdk berusaha mencari n tlpsumpah parah bnget kalo cod pake posdrpda rugi ongkirmohon pnjuallebih pkir pakai jasa inidrpda rgi ongkir,"['kecewa', 'bangetkirim', 'k', 'madura', 'nya', 'kembalikanalasanny', 'alamat', 'tdk', 'lngkap', 'notdk', 'd', 'hbnginpdahal', 'konsumen', 'kasih', 'ktp', 'n', 'notlp', 'aktiftp', 'dr', 'posny', 'tdk', 'berusaha', 'mencari', 'n', 'tlpsumpah', 'parah', 'bnget', 'kalo', 'cod', 'pake', 'posdrpda', 'rugi', 'ongkirmohon', 'pnjuallebih', 'pkir', 'pakai', 'jasa', 'inidrpda', 'rgi', 'ongkir']",kecewa bangetkirim k madura nya kembalikanalasanny alamat tdk lngkap notdk d hbnginpdahal konsumen kasih ktp n notlp aktiftp dr posny tdk usaha cari n tlpsumpah parah bnget kalo cod pake posdrpda rugi ongkirmohon pnjuallebih pkir pakai jasa inidrpda rgi ongkir
"ko mau pake q9 gagal memuat tarif terus, harus gimana dong",4,Positif,ko mau pake q gagal memuat tarif terus harus gimana dong,ko pake q gagal memuat tarif gimana,"['ko', 'pake', 'q', 'gagal', 'memuat', 'tarif', 'gimana']",ko pake q gagal muat tarif gimana
Mantullll buat kirim2 barang jualan online kami,5,Positif,mantullll buat kirim barang jualan online kami,mantullll kirim barang jualan online,"['mantullll', 'kirim', 'barang', 'jualan', 'online']",mantullll kirim barang jual online
Apk bodoh,1,Negatif,apk bodoh,apk bodoh,"['apk', 'bodoh']",apk bodoh
"Bagus tampilan yang kemarin cek tarif informasi ditampilkan semuanya satu layar dan enak klo discreenshot, setelah update informasi di bagi dua gak bisa satu layar. Mohon kembalikan tampilannya seperti kemarin agar customer enak bacanya",5,Positif,bagus tampilan yang kemarin cek tarif informasi ditampilkan semuanya satu layar dan enak klo discreenshot setelah update informasi di bagi dua gak bisa satu layar mohon kembalikan tampilannya seperti kemarin agar customer enak bacanya,bagus tampilan kemarin cek tarif informasi ditampilkan layar enak klo discreenshot update informasi gak layar mohon kembalikan tampilannya kemarin customer enak bacanya,"['bagus', 'tampilan', 'kemarin', 'cek', 'tarif', 'informasi', 'ditampilkan', 'layar', 'enak', 'klo', 'discreenshot', 'update', 'informasi', 'gak', 'layar', 'mohon', 'kembalikan', 'tampilannya', 'kemarin', 'customer', 'enak', 'bacanya']",bagus tampil kemarin cek tarif informasi tampil layar enak klo discreenshot update informasi gak layar mohon kembali tampil kemarin customer enak baca
"Sudah online tapi sering eror, tiba"" opsi COD Hilang,",1,Negatif,sudah online tapi sering eror tiba opsi cod hilang,online eror opsi cod hilang,"['online', 'eror', 'opsi', 'cod', 'hilang']",online eror opsi cod hilang
Mantap banget dah bisa COD an di kantor pos,5,Positif,mantap banget dah bisa cod an di kantor pos,mantap banget dah cod an kantor pos,"['mantap', 'banget', 'dah', 'cod', 'an', 'kantor', 'pos']",mantap banget dah cod an kantor pos
Perbaiki lagi pengirimanya sekelas bumn masa paket kirim kota besar sampe 10 hari ga sampe udh sering nih,1,Negatif,perbaiki lagi pengirimanya sekelas bumn masa paket kirim kota besar sampe  hari ga sampe udh sering nih,perbaiki pengirimanya sekelas bumn paket kirim kota sampe ga sampe udh nih,"['perbaiki', 'pengirimanya', 'sekelas', 'bumn', 'paket', 'kirim', 'kota', 'sampe', 'ga', 'sampe', 'udh', 'nih']",baik pengirimanya kelas bumn paket kirim kota sampe ga sampe udh nih
"Kenapa tiba"", aplikasi qposin aja. Susah dibuka ya.. dari kemarin muteer melulu. Terus keluar tulisan ""terdapat kesalahan, coba beberapa saat lagi"".",4,Positif,kenapa tiba aplikasi qposin aja susah dibuka ya dari kemarin muteer melulu terus keluar tulisan terdapat kesalahan coba beberapa saat lagi,aplikasi qposin aja susah dibuka ya kemarin muteer melulu tulisan kesalahan coba,"['aplikasi', 'qposin', 'aja', 'susah', 'dibuka', 'ya', 'kemarin', 'muteer', 'melulu', 'tulisan', 'kesalahan', 'coba']",aplikasi qposin aja susah buka ya kemarin muteer melulu tulis salah coba
"Gimana sih kok sering eror, cek tracking udah 4 hari masih di kota asal terus!",1,Negatif,gimana sih kok sering eror cek tracking udah  hari masih di kota asal terus,gimana sih eror cek tracking udah kota,"['gimana', 'sih', 'eror', 'cek', 'tracking', 'udah', 'kota']",gimana sih eror cek tracking udah kota
"Ya allah😭😭 setiap mau inputtttt mesti traffic padat kalo g gitu network error, ini Ekspedisi BUMN lho😭 separahhhh iniii, dibenerin dong, jangan malas malasan",2,Negatif,ya allah setiap mau inputtttt mesti traffic padat kalo g gitu network error ini ekspedisi bumn lho separahhhh iniii dibenerin dong jangan malas malasan,ya allah inputtttt mesti traffic padat kalo g gitu network error ekspedisi bumn lho separahhhh iniii dibenerin malas malasan,"['ya', 'allah', 'inputtttt', 'mesti', 'traffic', 'padat', 'kalo', 'g', 'gitu', 'network', 'error', 'ekspedisi', 'bumn', 'lho', 'separahhhh', 'iniii', 'dibenerin', 'malas', 'malasan']",ya allah inputtttt mesti traffic padat kalo g gitu network error ekspedisi bumn lho separahhhh iniii dibenerin malas malas
Mantab,5,Positif,mantab,mantab,['mantab'],mantab
Harap diperbarui....kelemahannya sering error...dan tidak bisa cetak label codnya seperti diweb...kalo lainnya sudah bagus,2,Negatif,harap diperbaruikelemahannya sering errordan tidak bisa cetak label codnya seperti diwebkalo lainnya sudah bagus,harap diperbaruikelemahannya errordan cetak label codnya diwebkalo bagus,"['harap', 'diperbaruikelemahannya', 'errordan', 'cetak', 'label', 'codnya', 'diwebkalo', 'bagus']",harap diperbaruikelemahannya errordan cetak label codnya diwebkalo bagus
"Tolong dong, qposin yang di web mending ditambahkan ke qpos aplikasi aja biar ga bolak balik, biar liat barang retur, dan transaksi ga perlu bolak balik web dan aplikasi. trus tambahin pencetakan thermal.",4,Positif,tolong dong qposin yang di web mending ditambahkan ke qpos aplikasi aja biar ga bolak balik biar liat barang retur dan transaksi ga perlu bolak balik web dan aplikasi trus tambahin pencetakan thermal,tolong qposin web mending qpos aplikasi aja biar ga bolak biar liat barang retur transaksi ga bolak web aplikasi trus tambahin pencetakan thermal,"['tolong', 'qposin', 'web', 'mending', 'qpos', 'aplikasi', 'aja', 'biar', 'ga', 'bolak', 'biar', 'liat', 'barang', 'retur', 'transaksi', 'ga', 'bolak', 'web', 'aplikasi', 'trus', 'tambahin', 'pencetakan', 'thermal']",tolong qposin web mending qpos aplikasi aja biar ga bolak biar liat barang retur transaksi ga bolak web aplikasi trus tambahin cetak thermal
"Dari sore aplikasi ini muter"" truss ga bisa masuk",1,Negatif,dari sore aplikasi ini muter truss ga bisa masuk,sore aplikasi muter truss ga masuk,"['sore', 'aplikasi', 'muter', 'truss', 'ga', 'masuk']",sore aplikasi muter truss ga masuk
"Pesanan sering return, kurir tidak bekerja maksimal, seharusnya sistem gajinya atensi misi pengiriman bukan gaji bulanan",1,Negatif,pesanan sering return kurir tidak bekerja maksimal seharusnya sistem gajinya atensi misi pengiriman bukan gaji bulanan,pesanan return kurir maksimal sistem gajinya atensi misi pengiriman gaji bulanan,"['pesanan', 'return', 'kurir', 'maksimal', 'sistem', 'gajinya', 'atensi', 'misi', 'pengiriman', 'gaji', 'bulanan']",pesan return kurir maksimal sistem gaji atensi misi kirim gaji bulan
Apaan ..udah 3 hari....menghubungkan aja ndak bisa..masak server salah/kurang mulu nulis nomor wa saya..payaaah payaaahhbhhhhh,1,Negatif,apaan udah  harimenghubungkan aja ndak bisamasak server salahkurang mulu nulis nomor wa sayapayaaah payaaahhbhhhhh,udah harimenghubungkan aja ndak bisamasak server salahkurang mulu nulis nomor wa sayapayaaah payaaahhbhhhhh,"['udah', 'harimenghubungkan', 'aja', 'ndak', 'bisamasak', 'server', 'salahkurang', 'mulu', 'nulis', 'nomor', 'wa', 'sayapayaaah', 'payaaahhbhhhhh']",udah harimenghubungkan aja ndak bisamasak server salahkurang mulu nulis nomor wa sayapayaaah payaaahhbhhhhh
tolong untuk pencairan dana / dana masuk di kasih riwayat yg detail. saya mau compalin barang datang udh lama. tp dana g masuk masuk. mau complai tp komplain kemana,2,Negatif,tolong untuk pencairan dana  dana masuk di kasih riwayat yg detail saya mau compalin barang datang udh lama tp dana g masuk masuk mau complai tp komplain kemana,tolong pencairan dana dana masuk kasih riwayat yg detail compalin barang udh tp dana g masuk masuk complai tp komplain kemana,"['tolong', 'pencairan', 'dana', 'dana', 'masuk', 'kasih', 'riwayat', 'yg', 'detail', 'compalin', 'barang', 'udh', 'tp', 'dana', 'g', 'masuk', 'masuk', 'complai', 'tp', 'komplain', 'kemana']",tolong cair dana dana masuk kasih riwayat yg detail compalin barang udh tp dana g masuk masuk complai tp komplain mana
Pos Indonesia Juara From. KP200 THREE ANGELS KA20142C1 (MEDAN) 👍👍👍 Nb. Semoga makin di depan,5,Positif,pos indonesia juara from kp three angels kac medan  nb semoga makin di depan,pos indonesia juara from kp three angels kac medan nb semoga,"['pos', 'indonesia', 'juara', 'from', 'kp', 'three', 'angels', 'kac', 'medan', 'nb', 'semoga']",pos indonesia juara from kp three angels kac medan nb moga
Semoga bangkit dan lebih Baik,5,Positif,semoga bangkit dan lebih baik,semoga bangkit,"['semoga', 'bangkit']",moga bangkit
Mau pick up susah amat mencari driver trs gak niat,1,Negatif,mau pick up susah amat mencari driver trs gak niat,pick up susah mencari driver trs gak niat,"['pick', 'up', 'susah', 'mencari', 'driver', 'trs', 'gak', 'niat']",pick up susah cari driver trs gak niat
Ok banget,5,Positif,ok banget,ok banget,"['ok', 'banget']",ok banget
"APLIKASI NGAWUR. Baru juga mau daftar, tapi gagal terus, tulisanya IDENTITAS PERANGKAT SUDAH PERNAH DIGUNAKAN.. Padahal kan baru install dan baru mau daftar..",1,Negatif,aplikasi ngawur baru juga mau daftar tapi gagal terus tulisanya identitas perangkat sudah pernah digunakan padahal kan baru install dan baru mau daftar,aplikasi ngawur daftar gagal tulisanya identitas perangkat install daftar,"['aplikasi', 'ngawur', 'daftar', 'gagal', 'tulisanya', 'identitas', 'perangkat', 'install', 'daftar']",aplikasi ngawur daftar gagal tulisanya identitas perangkat install daftar
Ini gmn ya sy Mau hubungkan pos giro gak bisa,4,Positif,ini gmn ya sy mau hubungkan pos giro gak bisa,gmn ya sy hubungkan pos giro gak,"['gmn', 'ya', 'sy', 'hubungkan', 'pos', 'giro', 'gak']",gmn ya sy hubung pos giro gak
"Mempermudah pengiriman,dan dpt dipercaya",5,Positif,mempermudah pengirimandan dpt dipercaya,mempermudah pengirimandan dpt dipercaya,"['mempermudah', 'pengirimandan', 'dpt', 'dipercaya']",mudah pengirimandan dpt percaya
Terus berinovasi,5,Positif,terus berinovasi,berinovasi,['berinovasi'],inovasi
"Bagus sekali dan sangat berguna untuk tracking kiriman, kalau ada menu login bukan pulihkan akun, terus kalau bisa terintegrasi dengan nomor hp, jadi jika ada paketan masuk ada notif pemberitahuan, sekelas BUMN pasti bisa berbenah dan mengitegrasikan, developer PT Pos kan hebat-hebat 👍",5,Positif,bagus sekali dan sangat berguna untuk tracking kiriman kalau ada menu login bukan pulihkan akun terus kalau bisa terintegrasi dengan nomor hp jadi jika ada paketan masuk ada notif pemberitahuan sekelas bumn pasti bisa berbenah dan mengitegrasikan developer pt pos kan hebathebat ,bagus berguna tracking kiriman menu login pulihkan akun terintegrasi nomor hp paketan masuk notif pemberitahuan sekelas bumn berbenah mengitegrasikan developer pt pos hebathebat,"['bagus', 'berguna', 'tracking', 'kiriman', 'menu', 'login', 'pulihkan', 'akun', 'terintegrasi', 'nomor', 'hp', 'paketan', 'masuk', 'notif', 'pemberitahuan', 'sekelas', 'bumn', 'berbenah', 'mengitegrasikan', 'developer', 'pt', 'pos', 'hebathebat']",bagus guna tracking kirim menu login pulih akun integrasi nomor hp paket masuk notif pemberitahuan kelas bumn benah mengitegrasikan developer pt pos hebathebat
Masih jelek....ngecek biaya ongkir asal Purwokerto gak ada didaftar...Purwokerto kosong,1,Negatif,masih jelekngecek biaya ongkir asal purwokerto gak ada didaftarpurwokerto kosong,jelekngecek biaya ongkir purwokerto gak didaftarpurwokerto kosong,"['jelekngecek', 'biaya', 'ongkir', 'purwokerto', 'gak', 'didaftarpurwokerto', 'kosong']",jelekngecek biaya ongkir purwokerto gak didaftarpurwokerto kosong
"APL nya perlu perbaikan , masa mau masuk apl aja nunggu lama pakek banget malah ini gak bisa di buka ,, perbaiki dooooooooooonnnnngggg ,,,,,,,",1,Negatif,apl nya perlu perbaikan  masa mau masuk apl aja nunggu lama pakek banget malah ini gak bisa di buka  perbaiki dooooooooooonnnnngggg ,apl nya perbaikan masuk apl aja nunggu pakek banget gak buka perbaiki dooooooooooonnnnngggg,"['apl', 'nya', 'perbaikan', 'masuk', 'apl', 'aja', 'nunggu', 'pakek', 'banget', 'gak', 'buka', 'perbaiki', 'dooooooooooonnnnngggg']",apl nya baik masuk apl aja nunggu pakek banget gak buka baik dooooooooooonnnnngggg
"Sebagai produk baru, mudah2an aplikasi ini bisa lbh update trus dengan kebutuhan pasar.",5,Positif,sebagai produk baru mudahan aplikasi ini bisa lbh update trus dengan kebutuhan pasar,produk mudahan aplikasi lbh update trus kebutuhan pasar,"['produk', 'mudahan', 'aplikasi', 'lbh', 'update', 'trus', 'kebutuhan', 'pasar']",produk mudah aplikasi lbh update trus butuh pasar
LEMOT,1,Negatif,lemot,lemot,['lemot'],lot
"Mantap,, mudah, cepat, akurat",5,Positif,mantap mudah cepat akurat,mantap mudah cepat akurat,"['mantap', 'mudah', 'cepat', 'akurat']",mantap mudah cepat akurat
"Sangat bermanfaat, hanya tolong bisa dilengkapi tarifnya karena utk beberapa wilayah/kota tujuan tarifnya tdk muncul",5,Positif,sangat bermanfaat hanya tolong bisa dilengkapi tarifnya karena utk beberapa wilayahkota tujuan tarifnya tdk muncul,bermanfaat tolong dilengkapi tarifnya utk wilayahkota tujuan tarifnya tdk muncul,"['bermanfaat', 'tolong', 'dilengkapi', 'tarifnya', 'utk', 'wilayahkota', 'tujuan', 'tarifnya', 'tdk', 'muncul']",manfaat tolong lengkap tarif utk wilayahkota tuju tarif tdk muncul
Puas,5,Positif,puas,puas,['puas'],puas
Kirim paket COD lebih mudah,5,Positif,kirim paket cod lebih mudah,kirim paket cod mudah,"['kirim', 'paket', 'cod', 'mudah']",kirim paket cod mudah
Dengan aplikasi qposin aja jadi lebih gampang untuk lacak kiriman,5,Positif,dengan aplikasi qposin aja jadi lebih gampang untuk lacak kiriman,aplikasi qposin aja gampang lacak kiriman,"['aplikasi', 'qposin', 'aja', 'gampang', 'lacak', 'kiriman']",aplikasi qposin aja gampang lacak kirim
